Incident_Nr,TimeReported,Activity,Disposition,Location
1.9E+11,12/2/19 10:28,Suspicious Person,Arrest,550 Barnes Dr
1.9E+11,12/2/19 10:35,Attempt to Locate,Citation Issued,198 NB
1.9E+11,12/2/19 11:42,Burglary - Vehicle,Report,917 Hwy 80
1.9E+11,12/2/19 12:29,Property - Lost/Found/Imp,Report,630 E Hopkins St
1.9E+11,12/2/19 13:44,Assault,Detention Juv,Post Rd/Aquarena Springs Dr
1.9E+11,12/2/19 14:29,Accident - Minor,Report,1503 Thorpe Ln
1.9E+11,12/2/19 15:08,Accident - Minor,Blue Form Issue,199 SB
1.9E+11,12/2/19 15:10,Suspicious Vehicle,Red Tagged,2000blk River Rd
1.9E+11,12/2/19 15:59,911 Abon/Misdial/Open,TDD Challenged,226 WONDER WORLD DR - S SectorS Sector
1.9E+11,12/2/19 16:49,Theft,Ref oth Agncy,2300 S IH 35
1.9E+11,12/2/19 17:53,Trespassing/Unwanted,Arrest,1250 Belvin St
1.9E+11,12/2/19 17:57,Criminal Mischief,Refer To COPR,211 Lee St
1.9E+11,12/2/19 18:55,Mental Health Invest,Report,1301 Wonder World Dr
1.9E+11,12/2/19 21:48,Disturbance - Verbal,Verbal Warning,208 Riverside Dr
1.9E+11,12/2/19 22:11,Accident - Unknown,Report,2600blk Rattler Rd
1.9E+11,12/2/19 22:16,Criminal Mischief,Refer To COPR,121 Craddock Ave
1.9E+11,12/3/19 1:00,Disturbance - Noise,Arrest,650 River Rd
1.9E+11,12/3/19 1:06,911 Abon/Misdial/Open,TDD Challenged,AXL04023 W SECTOR - AT&T MOBILITYOBILITY
1.9E+11,12/3/19 1:13,Burglary - Vehicle,Report,650 E Hopkins St
1.9E+11,12/3/19 2:00,Investigation,Multiple Arrest,300blk Armstrong St
1.9E+11,12/3/19 2:25,Suspicious Vehicle,Verbal Warning,1201 Hwy 80
1.9E+11,12/3/19 3:37,911 Abon/Misdial/Open,TDD Challenged,AXL05198 SE SECTOR - AT&T MOBILITYMOBILI
1.9E+11,12/3/19 7:49,Attempt to Locate,Citation Issued,Hwy 21/Hwy 80
1.9E+11,12/3/19 8:37,Accident - Minor,Report,207 SB
1.9E+11,12/3/19 8:43,Public Assist,Report,2250 Clovis Barker Rd
1.9E+11,12/3/19 8:52,Investigation,Report,2041 S IH 35
1.9E+11,12/3/19 8:57,Attempt to Locate,Report,W Access Rd/E McCarty Ln
1.9E+11,12/3/19 9:28,Theft,Report,500 Parker Dr
1.9E+11,12/3/19 9:50,Civil Standby,Ref oth Agncy,1418 S IH 35
1.9E+11,12/3/19 9:50,Accident - Major/Injury,Report,204 SB
1.9E+11,12/3/19 10:41,Accident - Major/Injury,Report,2300 S IH 35
1.9E+11,12/3/19 10:50,Suspicious Person,Warning,1509 Allen St
1.9E+11,12/3/19 11:24,Accident - Major/Injury,Report,W Hopkins St/Moore St
1.9E+11,12/3/19 11:30,Criminal Mischief,Report,200 Springtown Way
1.9E+11,12/3/19 12:03,911 Abon/Misdial/Open,Ref oth Agncy,1220 Crystal River Pkwy
1.9E+11,12/3/19 12:09,Missing Person,Report,1212 Adrian St
1.9E+11,12/3/19 12:34,Assist Outside Agency,Report,1301 Wonder World Dr
1.9E+11,12/3/19 12:42,Traffic Incident General,Blue Form Issue,202 NB
1.9E+11,12/3/19 13:35,Disturbance - Phys/Fight,Detention Juv,2601 Rattler Rd
1.9E+11,12/3/19 14:19,911 Abon/Misdial/Open,TDD Challenged,1602 CRADDOCK - NE
1.9E+11,12/3/19 14:20,Mental Health Invest,Report,1200 N Bishop St
1.9E+11,12/3/19 14:47,Police Incoming Call,Ref oth Agncy,124 Discovery Ln
1.9E+11,12/3/19 15:10,Accident - Minor,Blue Form Issue,199 NB
1.9E+11,12/3/19 16:50,Mental Health Invest,Report,1301 Wonder World Dr
1.9E+11,12/3/19 17:15,Disturbance - Phys/Fight,Arrest,705 River Rd
1.9E+11,12/3/19 17:46,Accident - Minor,Citation Issued,650 River Rd
1.9E+11,12/3/19 17:59,Accident - Minor,Report,1000   Hwy 80
1.9E+11,12/3/19 18:53,Theft,Refer To COPR,641 E Hopkins St
1.9E+11,12/3/19 19:17,Police Incoming Call,Blue Form Issue,1700 Old Ranch Road 12
1.9E+11,12/3/19 19:35,Accident - Minor,Report,W Access Rd/S Guadalupe St
1.9E+11,12/3/19 19:36,Theft,Warning,4015 S IH 35
1.9E+11,12/3/19 19:48,911 Abon/Misdial/Open,TDD Challenged,101 UHLAND - E
1.9E+11,12/3/19 20:33,911 Abon/Misdial/Open,TDD Challenged,1305 RIVER - NW
1.9E+11,12/3/19 21:12,Disturbance - Noise,Verbal Warning,1900blk Ramona Cir
1.9E+11,12/3/19 21:47,911 Abon/Misdial/Open,TDD Challenged,AXL04114 SW SECTOR - AT&T MOBILITYMOBILI
1.9E+11,12/3/19 23:06,Disturbance - Phys/Fight,Report,1011 Wonder World Dr
1.9E+11,12/3/19 23:08,Public Intoxication,Arrest,138 N LBJ Dr
1.9E+11,12/3/19 23:21,Unauth Use Vehicle,Report,1429 N IH 35
1.9E+11,12/3/19 23:32,911 Abon/Misdial/Open,TDD Challenged,101 UHLAND - SW
1.9E+11,12/3/19 23:39,Disturbance - Phys/Fight,Report,1348 Thorpe Ln
1.9E+11,12/4/19 0:15,Accident - Minor,Blue Form Issue,301 Telluride St
1.9E+11,12/4/19 1:01,Suicidal Person,Report,401 N Fredericksburg St
1.9E+11,12/4/19 1:12,Attempt to Locate,Verbal Warning,210 SB
1.9E+11,12/4/19 2:35,Theft,Report,145 S Guadalupe St
1.9E+11,12/4/19 4:00,Disturbance - Noise,Verbal Warning,225 Ramsay St
1.9E+11,12/4/19 7:23,Attempt to Locate,Ref oth Agncy,201 SB
1.9E+11,12/4/19 7:52,911 Abon/Misdial/Open,TDD Challenged,1100 Barbara Dr
1.9E+11,12/4/19 8:54,Accident - Minor,Blue Form Issue,927 Hwy 80
1.9E+11,12/4/19 9:57,Assault,Report,1050 McKinley Place Dr
1.9E+11,12/4/19 11:31,Attempt to Locate,Ref oth Agncy,203 SB
1.9E+11,12/4/19 12:12,Attempt to Locate,Ref oth Agncy,207 NB
1.9E+11,12/4/19 13:50,Trespassing/Unwanted,Arrest,210 N Edward Gary St
1.9E+11,12/4/19 14:57,Trespassing/Unwanted,Warning,323 N Comanche St
1.9E+11,12/4/19 15:43,Accident - Unknown,Report,199 SB
1.9E+11,12/4/19 15:55,Fraud,Report,900 Bugg Ln
1.9E+11,12/4/19 16:27,Accident - Minor,Report,105 Wonder World Dr
1.9E+11,12/4/19 16:36,Accident - Minor,Report,708 Allen St
1.9E+11,12/4/19 16:40,Accident - Unknown,Report,Thorpe Ln/Jackson Ln
1.9E+11,12/4/19 18:17,Theft,Report,650 River Rd
1.9E+11,12/4/19 18:34,Viol County Ordinance,Verbal Warning,600 Barnes Dr
1.9E+11,12/4/19 20:42,Discharged Firearm,Arrest,1980 Old Ranch Road 12
1.9E+11,12/4/19 20:53,Disturbance - Phys/Fight,Report,1031 Bandera St
1.9E+11,12/4/19 21:44,Suicidal Person,Ref oth Agncy,5013 Hwy 21
1.9E+11,12/4/19 22:08,Suicidal Person,Report,1603 Post Rd
1.9E+11,12/5/19 7:14,Accident - Unknown,Ref oth Agncy,3200blk Hunter Rd
1.9E+11,12/5/19 8:00,911 Abon/Misdial/Open,TDD Challenged,2167 SW SECTOR - AT&T MOBILITYMOBILITY
1.9E+11,12/5/19 10:41,Threat,Ref oth Agncy,2300 S IH 35
1.9E+11,12/5/19 11:07,Police Incoming Call,Refer To COPR,1220 CRYSTAL RIVER PKWY - SECTOR SWY - S
1.9E+11,12/5/19 11:13,Suspicious Person,Report,401 Hunters Hill Dr
1.9E+11,12/5/19 11:37,Suspicious Person,Report,1818 Old Ranch Road 12
1.9E+11,12/5/19 11:42,Trespassing/Unwanted,Arrest,1701 N IH 35
1.9E+11,12/5/19 12:14,Vehicle Theft,Report,737 Harwood Dr
1.9E+11,12/5/19 12:31,Accident - Minor,Blue Form Issue,1610 N IH 35
1.9E+11,12/5/19 14:04,Accident - Unknown,Report,1200 S IH 35
1.9E+11,12/5/19 14:13,911 Abon/Misdial/Open,TDD Challenged,AXL01167 N SECTOR - AT&T MOBILITYOBILITY
1.9E+11,12/5/19 14:47,Accident - Minor,Blue Form Issue,112 West Ave
1.9E+11,12/5/19 15:14,Assault - Aggravated,Report,210 W San Antonio St
1.9E+11,12/5/19 15:19,911 Abon/Misdial/Open,TDD Challenged,AXL06198 W SECTOR - AT&T MOBILITYOBILITY
1.9E+11,12/5/19 15:40,Accident - Hit and Run,Blue Form Issue,1600 N IH 35
1.9E+11,12/5/19 16:18,Information,Ref oth Agncy,2300 S IH 35
1.9E+11,12/5/19 17:49,Accident - Hit and Run,Blue Form Issue,Cheatham St/Riverside Dr
1.9E+11,12/5/19 17:57,Suspicious Vehicle,Verbal Warning,116 Kingwood St
1.9E+11,12/5/19 18:27,Attempt to Locate,Report,N Edward Gary St/E Hopkins St
1.9E+11,12/5/19 18:28,Accident - Hit and Run,Blue Form Issue,E Hopkins St/N LBJ Dr
1.9E+11,12/5/19 18:42,Theft,Report,900 Bugg Ln
1.9E+11,12/5/19 19:38,Wanted Person,Arrest,909 Meredith St
1.9E+11,12/5/19 19:41,911 Abon/Misdial/Open,TDD Challenged,101 UHLAND RD - SE
1.9E+11,12/5/19 20:00,911 Abon/Misdial/Open,TDD Challenged,AXL05091 E SECTOR - AT&T MOBILITYOBILITY
1.9E+11,12/5/19 20:18,Accident - Minor,Report,Aquarena Springs Dr/Warden Ln
1.9E+11,12/5/19 21:57,Attempt to Locate,Verbal Warning,193 Nb35 Ih
1.9E+11,12/5/19 23:10,911 Abon/Misdial/Open,TDD Challenged,4114 SE SECTOR - AT&T MOBILITYMOBILITY
1.9E+11,12/5/19 23:13,Disturbance - Noise,Verbal Warning,1655 Mill St
1.9E+11,12/5/19 23:52,Disturbance - Verbal,Report,1488 River Rd
1.9E+11,12/6/19 0:16,Disturbance - Noise,Verbal Warning,1655 Mill St
1.9E+11,12/6/19 1:21,Pedestrian Stop,Arrest,300blk S Guadalupe St
1.9E+11,12/6/19 1:27,911 Abon/Misdial/Open,TDD Challenged,101 UHLAND RD - SE Sectorctor
1.9E+11,12/6/19 1:35,Disturbance - Noise,Verbal Warning,650 River Rd
1.9E+11,12/6/19 2:09,Mental Health Invest,Report,1301 Wonder World Dr
1.9E+11,12/6/19 2:31,Disturbance - Phys/Fight,Arrest,415 Candlelight Ln
1.9E+11,12/6/19 2:38,Accident - Minor,Arrest,120 E San Antonio St
1.9E+11,12/6/19 3:01,Pedestrian Stop,Verbal Warning,E Hopkins St/N Edward Gary St
1.9E+11,12/6/19 3:07,Suspicious Vehicle,Verbal Warning,205 S C M Allen Pkwy
1.9E+11,12/6/19 8:04,Wanted Person,Arrest,641 E Hopkins St
1.9E+11,12/6/19 9:53,Mental Health Invest,Report,1951 Aquarena Springs Dr
1.9E+11,12/6/19 10:06,Trespassing/Unwanted,Warning,121 E DeZavala Dr
1.9E+11,12/6/19 10:26,Suicidal Person,Report,1401 E McCarty Ln
1.9E+11,12/6/19 10:49,Fraud,Report,1105 Hwy 123
1.9E+11,12/6/19 11:06,Fraud,Report,1105 Hwy 123
1.9E+11,12/6/19 11:15,Investigation,Detention Juv,1301 Hwy 123
1.9E+11,12/6/19 11:21,Mental Health Transport,Ref oth Agncy,1301 Wonder World Dr
1.9E+11,12/6/19 11:28,Accident - Unknown,Report,Charles Austin Dr/RR Tracks
1.9E+11,12/6/19 14:15,Threat,Refer To COPR,4040 S IH 35
1.9E+11,12/6/19 14:32,Accident - Minor,Blue Form Issue,1703 N IH 35
1.9E+11,12/6/19 15:03,Wanted Person,Arrest,1631 Aquarena Springs Dr
1.9E+11,12/6/19 15:49,Accident - Minor,Blue Form Issue,Knox St/Invasion St
1.9E+11,12/6/19 16:00,Suicidal Person,Report,1623 Aquarena Springs Dr
1.9E+11,12/6/19 16:38,Accident - Minor,Report,2201 S IH 35
1.9E+11,12/6/19 17:15,Accident - Major/Injury,Report,Hwy 21/Arnold Ave
1.9E+11,12/6/19 18:17,Attempt to Locate,Citation Issued,1701 S IH 35
1.9E+11,12/6/19 18:32,Disturbance - Noise,Verbal Warning,1000 N LBJ Dr
1.9E+11,12/6/19 18:50,Accident - Major/Injury,Report,Mill St/W Access Rd
1.9E+11,12/6/19 19:32,Disturbance - Verbal,Report,203 S Johnson Ave
1.9E+11,12/6/19 21:10,911 Abon/Misdial/Open,Verbal Warning,451 Barnes Dr
1.9E+11,12/6/19 21:31,Attempt to Locate,Ref oth Agncy,W Wonder World Dr/Old Ranch Road 12
1.9E+11,12/6/19 22:12,Suicidal Person,Report,2300 S IH 35
1.9E+11,12/6/19 22:33,Accident - Minor,Blue Form Issue,928 Hwy 80
1.9E+11,12/6/19 22:46,Accident - Minor,Arrest,1400 Clarewood Dr
1.9E+11,12/6/19 23:05,Accident - Minor,Report,Aquarena Springs Dr/W Access Rd
1.9E+11,12/6/19 23:13,Disturbance - Noise,Verbal Warning,180blk Tallow Trl
1.9E+11,12/7/19 0:05,Accident - Minor,Blue Form Issue,N Comanche St/W Hutchison St
1.9E+11,12/7/19 0:28,Welfare Concern,Arrest,Hwy 123/E Access Rd
1.9E+11,12/7/19 0:45,Investigation,Arrest,100 N Guadalupe St
1.9E+11,12/7/19 1:22,Flagged Down,Arrest,100 W Hopkins St
1.9E+11,12/7/19 1:51,911 Abon/Misdial/Open,Ref oth Agncy,228 SESSOM - NW
1.9E+11,12/7/19 2:01,Accident - Fatality,Report,204 SB
1.9E+11,12/7/19 2:16,Accident - Major/Injury,Report,S C M Allen Pkwy/W Access Rd
1.9E+11,12/7/19 2:19,911 Abon/Misdial/Open,TDD Challenged,150 S LBJ Dr
1.9E+11,12/7/19 2:36,911 Abon/Misdial/Open,TDD Challenged,214 E San Antonio St
1.9E+11,12/7/19 2:40,911 Abon/Misdial/Open,TDD Challenged,214 E San Antonio St
1.9E+11,12/7/19 4:00,Disturbance - Noise,Verbal Warning,1951 Hunter Rd
1.9E+11,12/7/19 4:16,Sexual Assault,Report,1301 Wonder World Dr
1.9E+11,12/7/19 8:15,Criminal Mischief,Report,1513 Allen St
1.9E+11,12/7/19 9:34,911 Abon/Misdial/Open,TDD Challenged,AXL04114 E SECTOR - AT&T MOBILITYOBILITY
1.9E+11,12/7/19 10:33,Attempt to Locate,Citation Issued,300 S LBJ Dr
1.9E+11,12/7/19 10:57,Animal Call,Ref oth Agncy,204 Tampico St
1.9E+11,12/7/19 13:46,Accident - Unknown,Report,Craddock Ave/W Wonder World Dr
1.9E+11,12/7/19 15:08,Theft,Arrest,1015 Hwy 80
1.9E+11,12/7/19 15:16,Accident - Minor,Blue Form Issue,2219 S IH 35
1.9E+11,12/7/19 15:41,911 Abon/Misdial/Open,TDD Challenged,5198 N SECTOR - AT&T MOBILITYOBILITY
1.9E+11,12/7/19 15:47,Accident - Minor,Blue Form Issue,910 N IH 35
1.9E+11,12/7/19 16:01,Accident - Unknown,Arrest,1754 River Rd
1.9E+11,12/7/19 16:43,Suicidal Person,Report,1655 Mill St
1.9E+11,12/7/19 16:55,Accident - Minor,Blue Form Issue,600BLK S Guadalupe St
1.9E+11,12/7/19 18:02,Suspicious Person,Citation Issued,1550 N IH 35
1.9E+11,12/7/19 18:13,Accident - Unknown,Report,202 NB
1.9E+11,12/7/19 18:28,Accident - Minor,Blue Form Issue,199 SB
1.9E+11,12/7/19 21:04,Accident - Minor,Arrest,155 Wonder World Dr
1.9E+11,12/7/19 22:17,Accident - Hit and Run,Blue Form Issue,Industrial Fork/W Access Rd
1.9E+11,12/7/19 22:22,Disturbance - Noise,Verbal Warning,505 Mary Ln
1.9E+11,12/7/19 22:22,Accident - Unknown,Report,204 SB
1.9E+11,12/7/19 22:32,Accident - Minor,Report,Corporate Dr/Wonder World Dr
1.9E+11,12/7/19 23:58,Disturbance - Noise,Verbal Warning,139 E Hopkins St
1.9E+11,12/8/19 0:31,Public Intoxication,Report,218 N LBJ Dr
1.9E+11,12/8/19 0:59,Disturbance - Phys/Fight,Arrest,100 N Guadalupe St
1.9E+11,12/8/19 1:10,Assault,Report,1619 N IH 35
1.9E+11,12/8/19 1:12,Disturbance - Verbal,Arrest,400 Linda Dr
1.9E+11,12/8/19 1:41,Disturbance - Noise,Verbal Warning,1250 Sadler Dr
1.9E+11,12/8/19 1:55,Disturbance - Noise,Verbal Warning,200 Springtown Way
1.9E+11,12/8/19 2:20,Accident - Hit and Run,Blue Form Issue,179 S LBJ Dr
1.9E+11,12/8/19 3:39,Disturbance - Noise,Verbal Warning,708 Oregon St
1.9E+11,12/8/19 4:55,Disturbance - Noise,Verbal Warning,1420 N LBJ Dr
1.9E+11,12/8/19 9:39,Burglary - Vehicle,Report,109 West Ave
1.9E+11,12/8/19 9:48,Criminal Mischief,Refer To COPR,223 N Bishop St
1.9E+11,12/8/19 10:03,Viol City Ordinance,Citation Issued,1015 Hwy 80
1.9E+11,12/8/19 11:28,Accident - Major/Injury,Report,651 E Hopkins St
1.9E+11,12/8/19 11:45,Harassment,Refer To COPR,1100 Patton St
1.9E+11,12/8/19 12:56,Theft,Arrest,700 Barnes Dr
1.9E+11,12/8/19 13:32,Accident - Major/Injury,Report,2700blk Hwy 21
1.9E+11,12/8/19 15:13,911 Abon/Misdial/Open,TDD Challenged,226 WONDER WORLD - S
1.9E+11,12/8/19 16:29,Theft,Citation Issued,1015 Hwy 80
1.9E+11,12/8/19 17:22,Theft,Arrest,3939 S IH 35
1.9E+11,12/8/19 18:01,Attempt to Locate,Citation Issued,Hunter Rd/E McCarty Ln
1.9E+11,12/8/19 18:08,911 Abon/Misdial/Open,TDD Challenged,AXL04752 N SECTOR - AT&T MOBILITYOBILITY
1.9E+11,12/8/19 18:23,Theft,Refer To COPR,1805 Aquarena Springs Dr
1.9E+11,12/8/19 18:40,Welfare Concern,Arrest,700blk E Hopkins St
1.9E+11,12/8/19 18:59,Theft,Arrest,1015 Hwy 80
1.9E+11,12/8/19 19:59,Assault,Report,1101 Davis Ln
1.9E+11,12/8/19 20:13,Accident - Hit and Run,Blue Form Issue,3939 S IH 35
1.9E+11,12/8/19 20:26,Welfare Concern,Arrest,338 S Guadalupe St
1.9E+11,12/8/19 21:21,Disturbance - Phys/Fight,Arrest,1111 Avalon Ave
1.9E+11,12/8/19 21:44,Flagged Down,Verbal Warning,209 N IH 35
1.9E+11,12/8/19 23:50,Suicidal Person,Arrest,812 W MLK Dr
1.9E+11,12/9/19 0:17,Mental Health Invest,Report,1301 Wonder World Dr
1.9E+11,12/9/19 0:52,Disturbance - Verbal,Arrest,1610 N IH 35
1.9E+11,12/9/19 3:12,Suspicious Vehicle,Multiple Arrest,303 Ellis St
1.9E+11,12/9/19 5:16,Accident - Hit and Run,Report,Leah Ave/Wonder World Dr
1.9E+11,12/9/19 6:07,Accident - Major/Injury,Report,205 NB
1.9E+11,12/9/19 8:51,Sexual Assault - Child,Report,2300 S IH 35
1.9E+11,12/9/19 9:26,Accident - Unknown,Report,210 NB
1.9E+11,12/9/19 9:51,Runaway,Report,913 Bandera St
1.9E+11,12/9/19 10:10,Suicidal Person,Report,1506 S IH 35
1.9E+11,12/9/19 10:53,Disturbance - Noise,Verbal Warning,1250 Sadler Dr
1.9E+11,12/9/19 14:53,Forgery,Report,1001 Hwy 80
1.9E+11,12/9/19 15:15,Police Incoming Call,Ref oth Agncy,205 SB
1.9E+11,12/9/19 15:20,Sick Person,Patient Trans,1600 N IH 35
1.9E+11,12/9/19 16:52,Mental Health Invest,Report,1301 Wonder World Dr
1.9E+11,12/9/19 17:07,Accident - Minor,Blue Form Issue,Wonder World Dr/W Access Rd
1.9E+11,12/9/19 17:25,Theft,Report,3939 S IH 35
1.9E+11,12/9/19 17:32,Viol City Ordinance,Arrest,1108 N IH 35
1.9E+11,12/9/19 17:50,Accident - Minor,Report,E McCarty Ln/W Access Rd
1.9E+11,12/9/19 19:00,Accident - Major/Injury,Report,208 NB
1.9E+11,12/9/19 19:43,Assault,Arrest,2250 Clovis Barker Rd
1.9E+11,12/9/19 20:37,Attempt to Locate,Ref oth Agncy,210 NB
1.9E+11,12/9/19 20:37,Accident - Minor,Report,West Ave/Aquarena Springs Dr
1.9E+11,12/9/19 20:41,911 Abon/Misdial/Open,TDD Challenged,102 N IH 35
1.9E+11,12/9/19 22:10,Theft,Report,1330 Aquarena Springs Dr
1.9E+11,12/9/19 22:34,911 Abon/Misdial/Open,TDD Challenged,1305 RIVER - W
1.9E+11,12/9/19 23:34,Homicide,Multiple Arrest,1101 Leah Ave
1.9E+11,12/10/19 0:42,Disturbance - Noise,Citation Issued,1407 Harper Dr
1.9E+11,12/10/19 2:03,Theft,Report,1103 Hwy 80
1.9E+11,12/10/19 4:47,Discharged Firearm,Report,Prospect St/N Bishop St
1.9E+11,12/10/19 7:15,Accident - Minor,Blue Form Issue,Wonder World Dr/Stagecoach Trl
1.9E+11,12/10/19 8:18,Accident - Minor,Blue Form Issue,202 SB
1.9E+11,12/10/19 8:18,Assault,Report,1109 N IH 35
1.9E+11,12/10/19 8:35,Theft,Report,109   West Ave
1.9E+11,12/10/19 9:16,Accident - Hit and Run,Blue Form Issue,1001 E McCarty Ln
1.9E+11,12/10/19 9:48,Trespassing/Unwanted,Warning,1109 N IH 35
1.9E+11,12/10/19 10:49,Accident - Hit and Run,Blue Form Issue,E Hopkins St/Thorpe Ln
1.9E+11,12/10/19 10:56,Investigation,Citation Issued,121 E DeZavala Dr
1.9E+11,12/10/19 11:18,Theft,Refer To COPR,1701 Mill St
1.9E+11,12/10/19 11:49,Burglary - Vehicle,Report,1980 Aquarena Springs Dr
1.9E+11,12/10/19 12:32,Theft,Multiple Arrest,707 N Bishop St
1.9E+11,12/10/19 12:35,Vehicle Theft,Ref oth Agncy,2300 S IH 35
1.9E+11,12/10/19 14:05,Investigation,Report,1515 Aquarena Springs Dr
1.9E+11,12/10/19 15:08,Suicidal Person,Report,1301 Hwy 123
1.9E+11,12/10/19 15:17,Traffic Incident General,Blue Form Issue,102 Wonder World Dr
1.9E+11,12/10/19 15:35,Suspicious Vehicle,Citation Issued,800blk Sturgeon Dr
1.9E+11,12/10/19 15:53,Burglary - Habitation,Report,1701 Mill St
1.9E+11,12/10/19 16:29,Accident - Minor,Citation Issued,1111 Avalon Ave
1.9E+11,12/10/19 16:34,911 Abon/Misdial/Open,Ref oth Agncy,860 Morningwood Dr
1.9E+11,12/10/19 18:02,Theft,Citation Issued,933 Hwy 80
1.9E+11,12/10/19 18:19,Accident - Minor,Blue Form Issue,River Rd/Davis Ln
1.9E+11,12/10/19 19:29,Unauth Use Vehicle,Report,4015 S IH 35
1.9E+11,12/10/19 19:46,Police Incoming Call,Ref oth Agncy,130 Jackson Ln
1.9E+11,12/10/19 20:23,Accident - Hit and Run,Report,210 W Access Rd
1.9E+11,12/10/19 22:48,Mental Health Invest,Report,1360 Thorpe Ln
1.9E+11,12/10/19 23:04,Disturbance - Noise,Verbal Warning,1441 Leah Ave
1.9E+11,12/10/19 23:19,Disturbance - Noise,Verbal Warning,1655 Mill St
1.9E+11,12/11/19 0:09,Investigation,Arrest,138 N LBJ Dr
1.9E+11,12/11/19 1:56,Accident - Unknown,Report,W Hopkins St/N Fredericksburg St
1.9E+11,12/11/19 2:39,Disturbance - Verbal,Arrest,200 Springtown Way
1.9E+11,12/11/19 4:05,911 Abon/Misdial/Open,Ref oth Agncy,2619 Rolling Oaks
1.9E+11,12/11/19 6:09,Accident - Hit and Run,Blue Form Issue,206 NB
1.9E+11,12/11/19 8:00,911 Abon/Misdial/Open,TDD Challenged,1980 AQUARENA SPRINGS DR STE 3213ADR STE
1.9E+11,12/11/19 9:57,Accident - Unknown,Blue Form Issue,Cottonwood Pkwy/E Access Rd
1.9E+11,12/11/19 10:24,Fraud,Report,1105 N IH 35
1.9E+11,12/11/19 10:43,Property - Lost/Found/Imp,Report,2300 S IH 35
1.9E+11,12/11/19 12:07,Accident - Hit and Run,Blue Form Issue,301 Telluride St
1.9E+11,12/11/19 12:35,Fraud,Ref oth Agncy,2913 Hunter Rd
1.9E+11,12/11/19 13:52,Theft,Report,3939 S IH 35
1.9E+11,12/11/19 13:54,Welfare Concern,Report,1202 S IH 35
1.9E+11,12/11/19 14:33,Theft,Citation Issued,1015 Hwy 80
1.9E+11,12/11/19 15:13,Accident - Major/Injury,Report,2300blk Hunter Rd
1.9E+11,12/11/19 15:49,Accident - Minor,Blue Form Issue,199 W Access Rd
1.9E+11,12/11/19 16:48,Public Intoxication,Arrest,200 W Hopkins St
1.9E+11,12/11/19 17:22,Accident - Minor,Blue Form Issue,N LBJ Dr/E Hopkins St
1.9E+11,12/11/19 17:27,Accident - Minor,Arrest,1300blk Hwy 80
1.9E+11,12/11/19 19:19,911 Abon/Misdial/Open,Ref oth Agncy,228 W SESSOM DR - SW
1.9E+11,12/11/19 19:20,911 Abon/Misdial/Open,TDD Challenged,1307 RIVER RD - W Sectoror
1.9E+11,12/11/19 19:21,Burglary - Building,Report,2100blk Clovis Barker Rd
1.9E+11,12/11/19 19:31,911 Abon/Misdial/Open,TDD Challenged,1300 RIVER RD - SECTOR NN
1.9E+11,12/11/19 19:32,911 Abon/Misdial/Open,TDD Challenged,AXL00683 SE SECTOR - AT&T MOBILITYMOBILI
1.9E+11,12/11/19 19:52,Disturbance - Phys/Fight,Report,201 Stillwell St
1.9E+11,12/11/19 19:59,911 Abon/Misdial/Open,TDD Challenged,1300 RIVER RD - SECTOR NN
1.9E+11,12/11/19 20:12,911 Abon/Misdial/Open,TDD Challenged,213 C Grove Street - N SectorN Sector
1.9E+11,12/11/19 20:12,Police Incoming Call,Blue Form Issue,1515 Aquarena Springs Dr
1.9E+11,12/11/19 22:52,911 Abon/Misdial/Open,TDD Challenged,222 CHARLES AUSTIN DR - SECTOR SW- SECTO
1.9E+11,12/11/19 23:00,Disturbance - Noise,Verbal Warning,1850 Aquarena Springs Dr
1.9E+11,12/11/19 23:33,Disturbance - Verbal,Arrest,2913 Hunter Rd
1.9E+11,12/12/19 0:34,Driving Under Influence,Arrest,Hwy 123/E De Zavala Dr
1.9E+11,12/12/19 0:43,Investigation,Verbal Warning,N LBJ Dr/E Hopkins St
1.9E+11,12/12/19 0:46,Investigation,Verbal Warning,E Hopkins St/N LBJ Dr
1.9E+11,12/12/19 2:05,Accident - Unknown,Report,Jackson Ln/W Access Rd
1.9E+11,12/12/19 2:08,Disturbance - Phys/Fight,Report,1250 Sadler Dr
1.9E+11,12/12/19 2:13,Disturbance - Phys/Fight,Arrest,1805 Aquarena Springs Dr
1.9E+11,12/12/19 2:43,Disturbance - Phys/Fight,Arrest,1975 Aquarena Springs Dr
1.9E+11,12/12/19 7:14,Theft,Arrest,1900 Dutton Dr
1.9E+11,12/12/19 7:17,Police Incoming Call,Refer To COPR,1005 Hwy 80
1.9E+11,12/12/19 8:30,Accident - Major/Injury,Report,Wonder World Dr/W Access Rd
1.9E+11,12/12/19 8:36,911 Abon/Misdial/Open,TDD Challenged,AXL00087 W SECTOR - AT&T MOBILITYOBILITY
1.9E+11,12/12/19 8:38,911 Abon/Misdial/Open,Ref oth Agncy,2800 AIRPORT HIGHWAY 211
1.9E+11,12/12/19 9:13,Viol City Ordinance,Citation Issued,114 E Hutchison St
1.9E+11,12/12/19 10:17,Barking Dog,Ref oth Agncy,293 Cordero Dr
1.9E+11,12/12/19 12:06,Recovered Stolen Vehicle,Report,3939 S IH 35
1.9E+11,12/12/19 12:08,Sexual Assault,Report,205 Orchard St
1.9E+11,12/12/19 12:31,Burglary - Vehicle,Report,1354 Thorpe Ln
