Incident_Nr,TimeReported,Activity,Disposition,Location
1.8E+11,12/9/18 19:19,Assault,Detention Juv,2250 Clovis Barker Rd
1.8E+11,12/9/18 20:20,Suspicious Circumstances,Arrest,308 Laredo St
1.8E+11,12/9/18 20:23,Accident - Unknown,Report,Aquarena Springs Dr/W Access Rd
1.8E+11,12/9/18 20:30,Burglary - Habitation,Report,415 Candlelight Ln
1.8E+11,12/9/18 20:35,Theft,Citation Issued,700 Barnes Dr
1.8E+11,12/9/18 21:14,Disturbance - Verbal,Arrest,1128 Gravel St
1.8E+11,12/9/18 22:32,Trespassing/Unwanted,Arrest,1975 Aquarena Springs Dr
1.8E+11,12/9/18 22:51,Disturbance - Verbal,Verbal Warning,1610 N IH 35
1.8E+11,12/9/18 23:08,Attempt to Locate,Arrest,E Access Rd/Hwy 80
1.8E+11,12/10/18 0:15,Assault,Report,1000 Uhland Rd
1.8E+11,12/10/18 1:30,Runaway,Report,108 N IH 35
1.8E+11,12/10/18 1:38,Suspicious Person,Verbal Warning,601 S C M Allen Pkwy
1.8E+11,12/10/18 2:22,Accident - Hit and Run,Report,1410 N LBJ Dr
1.8E+11,12/10/18 2:54,Sexual Assault,Report,600 Blk N Lbj Dr
1.8E+11,12/10/18 5:00,Attempt to Locate,Verbal Warning,198 NB
1.8E+11,12/10/18 8:07,Accident - Major/Injury,Ref oth Agncy,2000blk N Old Bastrop Hwy
1.8E+11,12/10/18 8:34,Wanted Person,Arrest,2300 S IH 35
1.8E+11,12/10/18 8:38,Burglary - Habitation,Report,2002 Nevada St
1.8E+11,12/10/18 9:32,Accident - Minor,Blue Form Issue,700blk N Comanche St
1.8E+11,12/10/18 9:52,Welfare Concern,Citation Issued,700 Barnes Dr
1.8E+11,12/10/18 11:13,Accident - Minor,Blue Form Issue,301 E Hopkins St
1.8E+11,12/10/18 13:07,Welfare Concern,Ref oth Agncy,2300 S IH 35
1.8E+11,12/10/18 13:22,Property - Lost/Found/Imp,Ref oth Agncy,2300 S IH 35
1.8E+11,12/10/18 13:40,Viol City Ordinance,Verbal Warning,1108 N IH 35
1.8E+11,12/10/18 14:05,Vehicle Theft,Report,1000 River Rd
1.8E+11,12/10/18 14:44,Disturbance - Phys/Fight,Arrest,338 S Guadalupe St
1.8E+11,12/10/18 16:45,Theft,Refer To COPR,2300 S IH 35
1.8E+11,12/10/18 17:05,Mental Health Invest,Report,1200 N Bishop St
1.8E+11,12/10/18 18:10,Theft,Warning,550 Barnes Dr
1.8E+11,12/10/18 18:15,Accident - Minor,Blue Form Issue,308 E Hopkins St
1.8E+11,12/10/18 19:12,Assault,Report,426 Heart Ridge
1.8E+11,12/10/18 23:35,Assist EMS,Report,1321 N IH 35
1.8E+11,12/10/18 23:57,Welfare Concern,Arrest,1001 Hwy 123
1.8E+11,12/11/18 0:00,Disturbance - Phys/Fight,Arrest,2005 Castle Creek Dr
1.8E+11,12/11/18 2:59,Accident - Unknown,Report,2400blk S IH 35
1.8E+11,12/11/18 6:40,Burglary - Vehicle,Refer To COPR,1606 N IH 35
1.8E+11,12/11/18 8:56,Burglary - Vehicle,Report,2913 Hunter Rd
1.8E+11,12/11/18 9:12,Assault - Aggravated,Report,345 Champions Blvd
1.8E+11,12/11/18 9:32,Accident - Unknown,Report,N Guadalupe St/E Hopkins St
1.8E+11,12/11/18 10:15,Burglary - Vehicle,Report,1109 San Marcos Pkwy
1.8E+11,12/11/18 11:40,Accident - Minor,Blue Form Issue,E Hopkins St/Charles Austin Dr
1.8E+11,12/11/18 12:02,Accident - Minor,Blue Form Issue,419 Linda Dr
1.8E+11,12/11/18 12:12,Wanted Person,Arrest,1118 Jones St
1.8E+11,12/11/18 13:53,Burglary - Vehicle,Refer To COPR,1101 E River Ridge Pkwy
1.8E+11,12/11/18 13:54,Welfare Concern,Arrest,1800 Post Rd
1.8E+11,12/11/18 14:14,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,12/11/18 14:26,Accident - Major/Injury,Report,1000blk Wonder World Dr
1.8E+11,12/11/18 14:40,Attempt to Locate,Verbal Warning,210 SB
1.8E+11,12/11/18 14:41,Burglary - Vehicle,Report,1610 N IH 35
1.8E+11,12/11/18 14:45,Property - Lost/Found/Imp,Refer To COPR,214 Linda Dr
1.8E+11,12/11/18 14:47,Accident - Minor,Report,N LBJ Dr/E Hopkins St
1.8E+11,12/11/18 15:52,Burglary - Building,Report,1000 Civic Center Lp
1.8E+11,12/11/18 16:39,Accident - Minor,Blue Form Issue,1300blk Aquarena Springs Dr
1.8E+11,12/11/18 16:48,Accident - Major/Injury,Report,W Access Rd/S Guadalupe St
1.8E+11,12/11/18 17:27,Accident - Major/Injury,Report,E Hopkins St/W Access Rd
1.8E+11,12/11/18 17:51,Disturbance - Phys/Fight,Arrest,338 S Guadalupe St
1.8E+11,12/11/18 17:58,Assault,Report,1800 Post Rd
1.8E+11,12/11/18 18:10,Accident - Minor,Blue Form Issue,201 NB
1.8E+11,12/11/18 19:42,Mental Health Invest,Report,1951 Aquarena Springs Dr
1.8E+11,12/11/18 21:14,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,12/11/18 22:13,Theft,Refer To COPR,641 E Hopkins St
1.8E+11,12/11/18 22:15,Pedestrian Stop,Verbal Warning,W San Antonio St/Moore St
1.8E+11,12/11/18 23:16,Accident - Minor,Blue Form Issue,Hwy 80/Bugg Ln
1.8E+11,12/11/18 23:41,Wanted Person,Report,203 S Mitchell Ave
1.8E+11,12/12/18 0:38,Disturbance - Phys/Fight,Arrest,138 N LBJ Dr
1.8E+11,12/12/18 1:27,Disturbance - Noise,Verbal Warning,1415 Craddock Ave
1.8E+11,12/12/18 2:16,Burglary - Vehicle,Report,201 Telluride St
1.8E+11,12/12/18 2:51,Disturbance - Verbal,Warning,1004 Hwy 123
1.8E+11,12/12/18 3:39,Attempt to Locate,Verbal Warning,199 NB
1.8E+11,12/12/18 8:02,Accident - Minor,Blue Form Issue,Aquarena Springs Dr/Charles Austin St
1.8E+11,12/12/18 10:06,Investigation,Citation Issued,400blk N Lbj Dr
1.8E+11,12/12/18 11:42,Credit/Debit Abuse,Report,705 River Rd
1.8E+11,12/12/18 11:48,Animal Call,Ref oth Agncy,121 Craddock Ave
1.8E+11,12/12/18 12:29,Animal Call,Ref oth Agncy,503 Uhland Rd
1.8E+11,12/12/18 12:40,Accident - Major/Injury,Report,206 NB
1.8E+11,12/12/18 12:48,Theft,Citation Issued,3939 S IH 35
1.8E+11,12/12/18 12:51,Assault,Citation Issued,2601 Rattler Rd
1.8E+11,12/12/18 13:21,Accident - Minor,Report,205 NB
1.8E+11,12/12/18 13:33,Accident - Minor,Blue Form Issue,1350 N IH 35
1.8E+11,12/12/18 14:02,Accident - Minor,Blue Form Issue,1300 Blk Thorpe Ln
1.8E+11,12/12/18 14:20,Investigation,Detention Juv,4020 Monterrey Oak
1.8E+11,12/12/18 16:16,Criminal Mischief,Report,921 W San Antonio St
1.8E+11,12/12/18 17:53,Attempt to Locate,Ref oth Agncy,
1.8E+11,12/12/18 19:01,Pedestrian Stop,Verbal Warning,N LBJ Dr/E Hopkins St
1.8E+11,12/12/18 19:49,Accident - Unknown,Report,N Mitchell Ave/W Hopkins St
1.8E+11,12/12/18 21:05,Disturbance - Phys/Fight,Report,419 Capistrano Dr
1.8E+11,12/12/18 21:35,Disturbance - Verbal,Arrest,1800 Post Rd
1.8E+11,12/13/18 1:13,Accident - Unknown,Report,2400blk S IH 35
1.8E+11,12/13/18 2:59,Welfare Concern,Arrest,2800blk Hwy 123
1.8E+11,12/13/18 3:30,Suspicious Vehicle,Arrest,2106 Hunter Rd
1.8E+11,12/13/18 6:28,Criminal Mischief,Report,818 Hazelton St
1.8E+11,12/13/18 8:10,Vehicle Theft,Report,619 S Guadalupe St
1.8E+11,12/13/18 8:15,Disorderly Conduct,Citation Issued,121 E DeZavala Dr
1.8E+11,12/13/18 9:26,Criminal Mischief,Refer To COPR,700 Barnes Dr
1.8E+11,12/13/18 9:56,Burglary - Vehicle,Refer To COPR,2300 S IH 35
1.8E+11,12/13/18 10:42,Accident - Major/Injury,Arrest,200blk E Sessom Dr
1.8E+11,12/13/18 10:51,Suicidal Person,Report,2913 Hunter Rd
1.8E+11,12/13/18 11:02,Attempt to Locate,Ref oth Agncy,204 SB
1.8E+11,12/13/18 11:14,Accident - Hit and Run,Blue Form Issue,1204 Thorpe Ln
1.8E+11,12/13/18 11:59,Accident - Major/Injury,Report,930 N IH 35
1.8E+11,12/13/18 12:21,Accident - Minor,Blue Form Issue,Wonder World Dr/E Access Rd
1.8E+11,12/13/18 13:25,Accident - Minor,Report,1160 Thorpe Ln
1.8E+11,12/13/18 14:12,Accident - Major/Injury,Report,100BLK S Guadalupe St
1.8E+11,12/13/18 14:33,Investigation,Citation Issued,600 Cape Rd
1.8E+11,12/13/18 14:34,Accident - Major/Injury,Report,River Rd/Sturgeon Dr
1.8E+11,12/13/18 14:38,Accident - Minor,Blue Form Issue,Wonder World Dr/W Access Rd
1.8E+11,12/13/18 14:59,Accident - Hit and Run,Blue Form Issue,204 University Dr
1.8E+11,12/13/18 15:27,Criminal Mischief,Refer To COPR,1008 Faris St
1.8E+11,12/13/18 17:35,Public Assist,Ref oth Agncy,2300 S IH 35
1.8E+11,12/13/18 18:07,Animal Call,Ref oth Agncy,113 Old Settlers Dr
1.8E+11,12/13/18 18:10,Burglary - Habitation,Report,1800 Post Rd
1.8E+11,12/13/18 18:52,Suspicious Person,Warning,700 Barnes Dr
1.8E+11,12/13/18 19:23,Runaway,Report,120 Bert Brown Rd
1.8E+11,12/13/18 19:32,Accident - Unknown,Report,Hwy 80/Hwy 21
1.8E+11,12/13/18 20:33,Accident - Unknown,Accident Report,201 SB
1.8E+11,12/13/18 21:45,Wanted Person,Arrest,1200 Old Martindale Rd
1.8E+11,12/13/18 22:00,Disturbance - Noise,Verbal Warning,1980 Aquarena Springs Dr
1.8E+11,12/13/18 22:38,Disturbance - Noise,Verbal Warning,1980 Aquarena Springs Dr
1.8E+11,12/13/18 22:40,Accident - Minor,Arrest,E Hutchison St/N LBJ Dr
1.8E+11,12/13/18 23:32,Disturbance - Noise,Verbal Warning,201 Telluride St
1.8E+11,12/14/18 0:24,Disturbance - Noise,Verbal Warning,1111 Avalon Ave
1.8E+11,12/14/18 1:10,Public Assist,Ref oth Agncy,401 E Hopkins St
1.8E+11,12/14/18 1:13,Assault,Report,650 E Hopkins St
1.8E+11,12/14/18 1:20,Disturbance - Noise,Verbal Warning,1610 N IH 35
1.8E+11,12/14/18 1:25,Disturbance - Noise,Verbal Warning,1111 Avalon Ave
1.8E+11,12/14/18 1:30,Suspicious Person,Arrest,201 Telluride St
1.8E+11,12/14/18 2:04,Disturbance - Verbal,Arrest,727 W San Antonio St
1.8E+11,12/14/18 2:30,Disturbance - Phys/Fight,Multiple Arrest,339 N Guadalupe St
1.8E+11,12/14/18 3:22,Welfare Concern,Arrest,202 E San Antonio St
1.8E+11,12/14/18 3:46,Criminal Mischief,Arrest,100 N Guadalupe St
1.8E+11,12/14/18 9:20,Accident - Minor,Report,W Hopkins St/Moore St
1.8E+11,12/14/18 9:21,Burglary - Building,Report,1642 Aquarena Springs Dr
1.8E+11,12/14/18 9:45,Narcotics/Information,Detention Juv,2601 Rattler Rd
1.8E+11,12/14/18 10:30,Viol City Ordinance,Warning,E Hopkins St/W Access Rd
1.8E+11,12/14/18 10:45,Viol City Ordinance,Verbal Warning,W Access Rd/S Guadalupe St
1.8E+11,12/14/18 12:31,Theft,Citation Issued,1015 Hwy 80
1.8E+11,12/14/18 12:34,Wanted Person,Arrest,650 River Rd
1.8E+11,12/14/18 12:35,Theft,Citation Issued,3939 S IH 35
1.8E+11,12/14/18 12:38,Accident - Minor,Blue Form Issue,1509 N IH 35
1.8E+11,12/14/18 12:56,Harassment,Refer To COPR,1111 Avalon Ave
1.8E+11,12/14/18 13:18,Investigation,Verbal Warning,700 Cheatham St
1.8E+11,12/14/18 13:24,Theft,Refer To COPR,345 Champions Blvd
1.8E+11,12/14/18 13:54,Accident - Major/Injury,Blue Form Issue,441 Quarry St
1.8E+11,12/14/18 14:47,Accident - Minor,Blue Form Issue,619 S Guadalupe St
1.8E+11,12/14/18 14:48,Disturbance - Phys/Fight,Report,1800 Post Rd
1.8E+11,12/14/18 14:50,Accident - Major/Injury,Blue Form Issue,2200 Blk Clovis Barker Rd
1.8E+11,12/14/18 15:02,Accident - Minor,Blue Form Issue,1305 S IH 35
1.8E+11,12/14/18 15:27,Violation Of Order,Report,2300 S IH 35
1.8E+11,12/14/18 15:27,Theft,Refer To COPR,3939 S IH 35
1.8E+11,12/14/18 15:44,Accident - Minor,Report,Hunter Rd/Willow Springs Dr
1.8E+11,12/14/18 15:52,Criminal Mischief,Report,2300 S IH 35
1.8E+11,12/14/18 16:44,Fraud,Report,1360 Thorpe Ln
1.8E+11,12/14/18 16:47,Accident - Minor,Blue Form Issue,Leah Ave/Wonder World Dr
1.8E+11,12/14/18 16:57,Accident - Unknown,Report,Thorpe Ln/Springtown Way
1.8E+11,12/14/18 16:59,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,12/14/18 17:47,Accident - Minor,Blue Form Issue,Wonder World Dr/Leah Ave
1.8E+11,12/14/18 19:04,Trespassing/Unwanted,Arrest,338 S Guadalupe St
1.8E+11,12/14/18 19:25,Disturbance - Phys/Fight,Arrest,1800 Post Rd
1.8E+11,12/14/18 20:22,Suspicious Vehicle,Citation Issued,Armstrong St/Eisenhower St
1.8E+11,12/14/18 20:29,Assist EMS,Report,503 Springtown Way
1.8E+11,12/14/18 21:49,Welfare Concern,Report,W Hopkins St/N Bishop St
1.8E+11,12/14/18 22:07,Supplement,Report,2300 S IH 35
1.8E+11,12/14/18 22:42,Accident - Unknown,Report,100blk S Guadalupe St
1.8E+11,12/14/18 22:52,Suicidal Person,Report,1360 Thorpe Ln
1.8E+11,12/14/18 23:24,Viol City Ordinance,Verbal Warning,100 Ridgeway Dr
1.8E+11,12/15/18 0:04,Disturbance - Noise,Verbal Warning,512 Craddock Ave
1.8E+11,12/15/18 0:14,Accident - Hit and Run,Blue Form Issue,715 Blanco St
1.8E+11,12/15/18 1:06,Disturbance - Noise,Verbal Warning,109 Craddock Ave
1.8E+11,12/15/18 2:06,Welfare Concern,Arrest,1105 N IH 35
1.8E+11,12/15/18 2:12,Driving While Intoxicated,Arrest,300blk S Guadalupe St
1.8E+11,12/15/18 2:16,Accident - Minor,Arrest,200blk N Guadalupe St
1.8E+11,12/15/18 2:36,Accident - Hit and Run,Blue Form Issue,Rebecca St/Linda Dr
1.8E+11,12/15/18 2:57,Assist EMS,Arrest,401 N Fredericksburg St
1.8E+11,12/15/18 4:32,Welfare Concern,Arrest,1400blk Craddock Ave
1.8E+11,12/15/18 9:06,Burglary - Habitation,Report,206 Juarez Ave
1.8E+11,12/15/18 9:30,Accident - Major/Injury,Report,Hwy 80/E Access Rd
1.8E+11,12/15/18 9:39,Harassment,Report,1008 Faris St
1.8E+11,12/15/18 11:31,Suspicious Person,Warning,200 W Hopkins St
1.8E+11,12/15/18 12:39,Disturbance - Phys/Fight,Report,1504 Aquarena Springs Dr
1.8E+11,12/15/18 12:39,Accident - Minor,Blue Form Issue,641 E Hopkins St
1.8E+11,12/15/18 12:43,Accident - Minor,Report,639 E Hopkins St
1.8E+11,12/15/18 13:43,Accident - Minor,Blue Form Issue,201 NB
1.8E+11,12/15/18 13:48,Disturbance - Phys/Fight,Report,204 Mill St
1.8E+11,12/15/18 14:12,Vehicle Theft,Report,2300 S IH 35
1.8E+11,12/15/18 14:17,Accident - Minor,Blue Form Issue,207 SB
1.8E+11,12/15/18 15:13,Accident - Hit and Run,Blue Form Issue,3939 S IH 35
1.8E+11,12/15/18 15:13,Theft,Arrest,700 Barnes Dr
1.8E+11,12/15/18 16:10,Accident - Unknown,Blue Form Issue,200 SB
1.8E+11,12/15/18 16:16,Theft,Citation Issued,1015 Hwy 80
1.8E+11,12/15/18 16:38,Accident - Minor,Report,Aquarena Springs Dr/Thorpe Ln
1.8E+11,12/15/18 16:41,Burglary - Vehicle,Report,550 Barnes Dr
1.8E+11,12/15/18 17:25,Burglary - Vehicle,Refer To COPR,1250 Wonder World Dr
1.8E+11,12/15/18 17:42,Accident - Major/Injury,Report,705 Aquarena Springs Dr
1.8E+11,12/15/18 18:06,Accident - Major/Injury,Accident Report,200 SB
1.8E+11,12/15/18 18:23,Burglary - Vehicle,Report,3939 S IH 35
1.8E+11,12/15/18 18:50,Burglary - Vehicle,Report,3939 S IH 35
1.8E+11,12/15/18 19:06,Burglary - Vehicle,Refer To COPR,310 N IH 35
1.8E+11,12/15/18 19:10,Burglary - Vehicle,Report,3939 S IH 35
1.8E+11,12/15/18 20:05,Attempt to Locate,Verbal Warning,199 NB
1.8E+11,12/15/18 20:30,Suspicious Person,Verbal Warning,100blk N LBJ Dr
1.8E+11,12/15/18 21:12,Accident - Major/Injury,Arrest,W Access Rd/Posey Rd
1.8E+11,12/15/18 21:34,Disturbance - Noise,Verbal Warning,201 Telluride St
1.8E+11,12/15/18 21:36,Attempt to Locate,Ref oth Agncy,204 NB
1.8E+11,12/15/18 22:09,Disturbance - Noise,Verbal Warning,301 Telluride St
1.8E+11,12/15/18 22:29,Accident - Major/Injury,Blue Form Issue,1150 E River Ridge Pkwy
1.8E+11,12/15/18 22:42,Disturbance - Noise,Verbal Warning,1350 Sadler Dr
1.8E+11,12/16/18 0:40,Disturbance - Noise,Verbal Warning,2913 Hunter Rd
1.8E+11,12/16/18 0:53,Attempt to Locate,Arrest,208 SB
1.8E+11,12/16/18 0:55,Disturbance - Noise,Citation Issued,301 Telluride St
1.8E+11,12/16/18 2:10,Theft,Arrest,1015 Hwy 80
1.8E+11,12/16/18 2:23,Accident - Minor,Blue Form Issue,510 S Guadalupe St
1.8E+11,12/16/18 3:40,Suspicious Circumstances,Refer To COPR,1111 Avalon Ave
1.8E+11,12/16/18 3:41,Disturbance - Noise,Verbal Warning,1011 Wonder World Dr
1.8E+11,12/16/18 4:09,Assault - Aggravated,Arrest,503 Springtown Way
1.8E+11,12/16/18 5:10,Welfare Concern,Arrest,913 N IH 35
1.8E+11,12/16/18 9:39,Suspicious Circumstances,Report,3936 S IH 35
1.8E+11,12/16/18 11:25,Theft,Ref oth Agncy,2300 S IH 35
1.8E+11,12/16/18 11:28,Assault,Report,1210 S IH 35
1.8E+11,12/16/18 12:46,Accident - Minor,Blue Form Issue,E McCarty Ln/W Access Rd
1.8E+11,12/16/18 12:49,Recovered Stolen Vehicle,Report,700 Barnes Dr
1.8E+11,12/16/18 13:14,Viol City Ordinance,Verbal Warning,600blk E Hopkins St
1.8E+11,12/16/18 13:31,Theft,Refer To COPR,3939 S IH 35
1.8E+11,12/16/18 13:34,Attempt to Locate,Ref oth Agncy,199 NB
1.8E+11,12/16/18 14:45,Harassment,Refer To COPR,115 Texas Ave
1.8E+11,12/16/18 15:24,Accident - Minor,Report,913 N IH 35
1.8E+11,12/16/18 15:39,Viol City Ordinance,Citation Issued,1902 N Bishop St
1.8E+11,12/16/18 16:00,Theft,Arrest,700 Barnes Dr
1.8E+11,12/16/18 16:05,Burglary - Vehicle,Refer To COPR,1207 S IH 35
1.8E+11,12/16/18 16:35,Burglary - Vehicle,Refer To COPR,4002 S IH 35
1.8E+11,12/16/18 16:56,Civil Matter,Arrest,734 Valley St
1.8E+11,12/16/18 17:31,Theft,Arrest,1015 Hwy 80
1.8E+11,12/16/18 17:39,Runaway,Report,120 Bert Brown Rd
1.8E+11,12/16/18 19:54,Sexual Assault,Report,2300 S IH 35
1.8E+11,12/16/18 20:13,Burglary - Vehicle,Report,1502 S IH 35
1.8E+11,12/16/18 20:22,Burglary - Vehicle,Refer To COPR,3939 S IH 35
1.8E+11,12/16/18 22:08,Accident - Hit and Run,Report,1606 N IH 35
1.8E+11,12/16/18 23:15,Disturbance - Noise,Verbal Warning,1350 Sadler Dr
1.8E+11,12/17/18 1:03,Assault,Arrest,2300 S IH 35
1.8E+11,12/17/18 1:10,Credit/Debit Abuse,Report,2300 S IH 35
1.8E+11,12/17/18 1:33,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,12/17/18 2:01,Accident - Unknown,Ref oth Agncy,80/Hwy 142
1.8E+11,12/17/18 6:16,Harassment,Refer To COPR,1360 Thorpe Ln
1.8E+11,12/17/18 6:51,Accident - Minor,Report,E Access Rd/Aquarena Springs Dr
1.8E+11,12/17/18 7:29,Assault - Aggravated,Report,1101 E River Ridge Pkwy
1.8E+11,12/17/18 7:40,Accident - Minor,Report,1000blk Hwy 123
1.8E+11,12/17/18 9:06,Viol City Ordinance,Citation Issued,Edward Gary St/E San Antonio St
1.8E+11,12/17/18 9:06,Suspicious Circumstances,Arrest,1005 N IH 35
1.8E+11,12/17/18 9:39,Violation Of Order,Report,2300 S IH 35
1.8E+11,12/17/18 10:17,Information,Report,2300 S IH 35
1.8E+11,12/17/18 10:42,Fraud,Ref oth Agncy,2300 S IH 35
1.8E+11,12/17/18 10:51,Theft,Report,1304 Hwy 123
1.8E+11,12/17/18 11:35,Vehicle Theft,Report,1699 N IH 35
1.8E+11,12/17/18 11:48,Burglary - Vehicle,Refer To COPR,2300 S IH 35
1.8E+11,12/17/18 12:28,Recovered Stolen Vehicle,Report,1699 N IH 35
1.8E+11,12/17/18 12:49,Disturbance - Verbal,Citation Issued,121 E DeZavala Dr
1.8E+11,12/17/18 13:01,Burglary - Habitation,Report,1640 Post Rd
1.8E+11,12/17/18 14:03,Disturbance - Noise,Verbal Warning,1250 Sadler Dr
1.8E+11,12/17/18 14:46,Accident - Minor,Report,Wonder World Dr/W Access Rd
1.8E+11,12/17/18 15:39,Accident - Major/Injury,Report,Hunter Rd/Centerpoint Rd
1.8E+11,12/17/18 16:04,Disturbance - Verbal,Arrest,600 Conway Dr
1.8E+11,12/17/18 16:11,Forgery,Report,300 S LBJ Dr
1.8E+11,12/17/18 16:19,Theft,Citation Issued,1015 Hwy 80
1.8E+11,12/17/18 17:16,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,12/17/18 17:50,Accident - Unknown,Report,1502 S IH 35
1.8E+11,12/17/18 19:12,Theft,Citation Issued,1015 Hwy 80
1.8E+11,12/17/18 19:53,Burglary - Vehicle,Report,Mosscliff Cir/Post Rd
1.8E+11,12/17/18 21:47,Investigation,Refer To COPR,917 Hwy 80
1.8E+11,12/17/18 22:32,Disturbance - Noise,Verbal Warning,1350 Sadler Dr
1.8E+11,12/17/18 23:00,Runaway,Report,801 River Rd
1.8E+11,12/17/18 23:07,Suspicious Person,Arrest,873 Sagewood Trl
1.8E+11,12/17/18 23:48,Disturbance - Phys/Fight,Multiple Arrest,1304 Hwy 123
1.8E+11,12/18/18 0:10,Accident - Unknown,Arrest,Craddock Ave/Old Ranch Road 12
1.8E+11,12/18/18 1:29,Disturbance - Phys/Fight,Arrest,833 S Loop St
1.8E+11,12/18/18 1:45,Criminal Mischief,Report,801 W MLK Dr
1.8E+11,12/18/18 4:35,Burglary - Building,Report,4015 S IH 35
1.8E+11,12/18/18 6:43,Attempt to Locate,Ref oth Agncy,208 SB
1.8E+11,12/18/18 7:09,Burglary - Building,Report,900 N IH 35
1.8E+11,12/18/18 9:26,Accident - Major/Injury,Report,Hwy 80/River Rd
1.8E+11,12/18/18 10:23,Burglary - Vehicle,Report,1101 E River Ridge Pkwy
1.8E+11,12/18/18 11:15,Accident - Fleet,Report,221 E Sessom Dr
1.8E+11,12/18/18 11:17,Discharged Firearm,Report,545 Bandera St
1.8E+11,12/18/18 11:32,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,12/18/18 11:35,Public Assist,Report,2300 S IH 35
1.8E+11,12/18/18 12:19,Sexual Assault - Child,Report,1800 Blk Post Road
1.8E+11,12/18/18 12:49,Wanted Person,Arrest,685 Lime Kiln Rd
1.8E+11,12/18/18 13:22,Accident - Minor,Blue Form Issue,4015 S IH 35
1.8E+11,12/18/18 13:41,Attempt to Locate,Ref oth Agncy,EXIT 201 NB
1.8E+11,12/18/18 14:31,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,12/18/18 15:14,Accident - Minor,Blue Form Issue,1350 Leah Ave
1.8E+11,12/18/18 15:26,Criminal Mischief,Refer To COPR,4015 S IH 35
1.8E+11,12/18/18 15:32,Accident - Minor,Blue Form Issue,2211 S IH 35
1.8E+11,12/18/18 15:35,Theft,Citation Issued,1015 Hwy 80
1.8E+11,12/18/18 18:07,Fraud,Report,2300 S IH 35
1.8E+11,12/18/18 18:26,Accident - Minor,Blue Form Issue,900blk N IH 35
1.8E+11,12/18/18 18:27,Accident - Minor,Blue Form Issue,1611 N IH 35
1.8E+11,12/18/18 19:53,Disturbance - Phys/Fight,Arrest,1506 S IH 35
1.8E+11,12/18/18 20:49,Criminal Mischief,Report,1214 S IH 35
1.8E+11,12/18/18 20:51,Disorderly Conduct,Arrest,2601 Rattler Rd
1.8E+11,12/18/18 23:52,Accident - Minor,Blue Form Issue,1610 N IH 35
1.8E+11,12/19/18 0:23,Pedestrian Stop,Verbal Warning,N LBJ Dr/E Hopkins St
1.8E+11,12/19/18 0:52,Investigation,Citation Issued,120 E San Antonio St
1.8E+11,12/19/18 1:17,Investigation,Arrest,100blk S Guadalupe St
1.8E+11,12/19/18 1:30,Disturbance - Phys/Fight,Arrest,222 Horse Shoe Bend Rd
1.8E+11,12/19/18 1:48,Accident - Major/Injury,Report,W San Antonio St/Guadalupe St
1.8E+11,12/19/18 3:24,Accident - Minor,Arrest,339 N Guadalupe St
1.8E+11,12/19/18 5:27,Accident - Unknown,Report,202 SB
1.8E+11,12/19/18 5:43,Accident - Minor,Report,1702 N IH 35
1.8E+11,12/19/18 6:34,Burglary - Habitation,Report,1305 Baylor Ave
1.8E+11,12/19/18 9:16,Mental Health Transport,Report,1301 Wonder World Dr
1.8E+11,12/19/18 9:49,Accident - Minor,Blue Form Issue,1701 N IH 35
1.8E+11,12/19/18 10:17,Accident - Minor,Blue Form Issue,2041 S IH 35
1.8E+11,12/19/18 12:25,Accident - Minor,Blue Form Issue,301 Telluride St
1.8E+11,12/19/18 15:14,Accident - Minor,Report,Cape Rd/River Rd
1.8E+11,12/19/18 15:16,Theft,Citation Issued,700 Barnes Dr
1.8E+11,12/19/18 16:34,Disturbance - Phys/Fight,Arrest,345 Champions Blvd
1.8E+11,12/19/18 17:33,Suspicious Circumstances,Report,1433 N IH 35
1.8E+11,12/19/18 17:39,Burglary - Habitation,Report,248 Trestle Tree
1.8E+11,12/19/18 20:17,Assault,Report,900 Bugg Ln
1.8E+11,12/19/18 20:38,Theft,Citation Issued,105 N IH 35
1.8E+11,12/19/18 22:35,Accident - Minor,Blue Form Issue,Lee St/S LBJ Dr
1.8E+11,12/19/18 23:10,Attempt to Locate,Ref oth Agncy,202 SB
1.8E+11,12/19/18 23:31,Burglary - Vehicle,Report,1901 N IH 35
1.8E+11,12/19/18 23:45,Runaway,Detention Juv,503 River Rd
1.8E+11,12/20/18 1:39,Suspicious Person,Arrest,2913 Hunter Rd
1.8E+11,12/20/18 6:12,Attempt to Locate,Ref oth Agncy,205 NB
1.8E+11,12/20/18 6:43,Disturbance - Verbal,Warning,326 Camacho St
1.8E+11,12/20/18 7:16,Investigation,Report,River Rd/Barbara Dr
1.8E+11,12/20/18 7:55,Accident - Minor,Blue Form Issue,1011 N IH 35
1.8E+11,12/20/18 8:24,Theft,Report,2285 Airport Dr
1.8E+11,12/20/18 8:38,Public Assist,Ref oth Agncy,14490 Fm 306
1.8E+11,12/20/18 9:13,Theft,Report,4300 S IH 35
1.8E+11,12/20/18 9:39,Wanted Person,Report,Seton Medical Center Hays
